Vegetable,Season,Month,Temp,Deasaster Happen in last 3month,State,Price per kg
Cauliflower,Winter,April,13.214730678320114,1,Arunachal Pradesh,98.94917631479781
Ginger,Spring,March,30.658441563164452,0,Jharkhand,70.08444019524026
Onion,Monsoon,January,14.236695892243759,1,Andhra Pradesh,68.0191181676522
Potato,Summer,March,36.83725753635098,0,Rajasthan,171.50070459987504
Tomato,Winter,June,31.294416883552834,0,Rajasthan,141.14179254022815
Bitter gourd,Winter,January,12.212378799935765,1,Manipur,60.3162260707864
Potato,Autumn,February,29.157701556713285,0,Lakshadweep,141.9643905705597
Pumpkin,Summer,June,18.506844764458712,1,Arunachal Pradesh,81.47866964602576
Garlic,Summer,March,36.11259088371835,1,Punjab,74.31195620406109
Okra,Winter,September,16.077349312832894,1,Sikkim,114.2929379523425
Cauliflower,Autumn,October,36.98633924801265,0,Lakshadweep,180.11036787782143
Pumpkin,Monsoon,August,22.93714742687905,0,West Bengal,70.78811910339681
Onion,Summer,August,27.365722499419682,1,Tripura,150.24110188448134
Radish,Monsoon,February,37.652345292666816,1,Maharashtra,71.15180851222526
Onion,Autumn,June,32.36132627473614,0,Manipur,109.38366779416874
Tomato,Monsoon,July,33.71308975766577,1,Gujarat,27.142539753893946
Chilly,Summer,April,32.93651338417422,1,Manipur,163.61798059132963
Ginger,Summer,April,30.67986830869433,0,Karnataka,124.7772785413614
Pointed grourd,Monsoon,October,14.150239022280108,1,Arunachal Pradesh,60.0199238454102
Radish,Winter,April,33.95162527304463,1,Gujarat,177.71561167407197
Pointed grourd,Winter,October,19.39208331664137,0,Delhi,161.7473888166875
Okra,Summer,February,22.447970591417864,0,Chandigarh,126.7486764680214
Chilly,Summer,June,11.659390488322014,1,Andaman and Nicobar Islands,70.4801457938006
Tomato,Spring,January,33.95141728826553,0,Arunachal Pradesh,50.486503675500806
Cauliflower,Winter,January,21.881951568052628,1,Daman and Diu,161.1505371437555
Chilly,Autumn,December,13.926871176026193,1,Tripura,71.03903360734024
Brinjal,Autumn,November,26.654418111021823,1,Tamil Nadu,188.78480157725787
Pumpkin,Spring,February,11.58968350385511,0,Nagaland,132.9531762290713
Pumpkin,Monsoon,December,10.75286750054313,0,Maharashtra,170.4922640285481
Pumpkin,Winter,November,31.721547595075023,0,Sikkim,197.8101591662748
Brinjal,Spring,June,31.715726344090438,1,Assam,132.20292051186124
Chilly,Summer,October,11.169553728615059,0,Gujarat,93.36279775480784
Onion,Autumn,June,37.221371790899575,1,Maharashtra,143.71915593507467
Cabbage,Summer,June,21.678601682342215,1,Meghalaya,81.07026808769666
Onion,Spring,August,17.65788365707839,0,Maharashtra,94.40660742290072
Pumpkin,Winter,February,25.523367684654026,1,Uttarakhand,154.26123006842735
Okra,Autumn,May,18.74787239321611,1,Daman and Diu,32.57404836848799
Pointed grourd,Summer,September,22.52891800610754,0,Gujarat,28.954884056722573
Brinjal,Winter,March,25.85703392083913,1,Uttarakhand,20.32449042960603
Garlic,Winter,March,19.777752543751884,0,Uttarakhand,54.477702876162176
Onion,Winter,December,11.816262043025235,0,Mizoram,66.4659860810869
Brinjal,Autumn,October,33.10231048555447,0,Mizoram,132.72860328631714
Chilly,Summer,May,21.081142621702607,0,Goa,60.04764647786437
Onion,Monsoon,March,27.78308797233702,1,Sikkim,53.87631119665591
Potato,Monsoon,April,15.54357290655144,1,Nagaland,27.40443128573509
Radish,Summer,February,34.961498557778,1,Mizoram,55.109076674429815
Garlic,Autumn,November,15.593917858978951,1,Punjab,160.0483737967041
Potato,Summer,June,34.4650614172962,0,Himachal Pradesh,48.87865023209139
Potato,Autumn,July,11.07881785835701,1,Tamil Nadu,78.16230572697067
Peas,Autumn,March,38.004541177586475,1,Delhi,80.9486605816772
Chilly,Monsoon,May,27.11379541308673,0,Sikkim,117.35206556568757
Bitter gourd,Summer,June,19.72939810314966,1,Tripura,191.66090511270016
Okra,Winter,April,39.20783474634585,1,Kerala,83.79486967871605
Cucumber,Summer,April,39.58904684199107,0,Manipur,42.011971058326964
Pointed grourd,Monsoon,July,10.133723684635743,0,Haryana,94.01597976257735
Cabbage,Autumn,December,25.693684675051053,1,Chhattisgarh,181.20832254246707
Cauliflower,Spring,July,22.098377858670453,1,Andhra Pradesh,143.59499633590366
Chilly,Spring,February,33.184408688136514,0,Odisha,97.3844814408196
Ginger,Spring,March,34.73723393665873,1,Assam,135.84417087646736
Pointed grourd,Autumn,July,20.51276059724193,1,Bihar,38.82052434299737
Potato,Winter,January,21.24280904818729,0,Goa,169.50957825337565
Cauliflower,Autumn,July,30.184475870288093,0,Assam,161.21496484119947
Potato,Winter,April,37.070971834979325,1,Tripura,189.7299467432357
Peas,Autumn,October,17.657889360138896,0,Goa,33.458176411683695
Brinjal,Monsoon,August,18.284609715219865,1,West Bengal,119.24467524355492
Brinjal,Spring,July,22.089276854869315,1,Chhattisgarh,188.4919119242733
Brinjal,Autumn,August,30.366043709862154,0,Himachal Pradesh,22.29499399465936
Brinjal,Summer,April,21.398128323860163,1,Goa,107.9518008215542
Chilly,Spring,September,13.723506215181569,1,Uttar Pradesh,123.65597825343407
Potato,Winter,October,32.473297281715205,1,Tripura,115.84340089497145
Brinjal,Autumn,January,29.824157402602424,1,Dadra and Nagar Haveli,23.697909663100923
Garlic,Monsoon,April,10.877680556191095,0,Tripura,46.00347652996897
Pumpkin,Spring,May,13.342177403004442,0,Bihar,93.74941083924256
Brinjal,Spring,March,21.575594535336734,0,Jharkhand,37.162669792838436
Ginger,Winter,November,10.970598822299264,0,Odisha,185.52698525149955
Garlic,Autumn,January,19.576881134656762,0,West Bengal,70.73998127938415
Tomato,Spring,November,20.671758347966268,1,Odisha,78.82997735820143
Radish,Spring,November,26.47034557215774,0,Jharkhand,199.76462457473167
Onion,Spring,November,24.812955856056362,0,Telangana,87.1955707187241
Garlic,Summer,May,16.29198979051291,0,Meghalaya,51.100329300346715
Tomato,Autumn,April,12.483121237476498,0,Delhi,71.04998710153998
Brinjal,Winter,May,37.08223790258831,0,West Bengal,62.59723813852351
Ginger,Autumn,October,13.217704416217082,0,Uttar Pradesh,92.67069201228173
Pumpkin,Summer,May,11.760945964238203,0,Gujarat,177.35968272794847
Cucumber,Summer,February,17.75220822958798,1,West Bengal,50.329285983179886
Cauliflower,Monsoon,September,27.200015184315614,1,Sikkim,131.52281532143348
Garlic,Spring,October,17.681365173560064,0,Gujarat,24.159061035498723
Potato,Summer,October,18.750910292956465,0,Maharashtra,176.7235442634629
Ginger,Monsoon,March,11.157466244607768,0,Goa,128.62902221171885
Garlic,Winter,January,17.540942594774783,0,Assam,121.68634740629055
Tomato,Monsoon,January,18.004543614485737,1,Jharkhand,60.86978769004874
Brinjal,Summer,July,16.868209227331164,1,Telangana,187.07856680582663
Cauliflower,Summer,April,35.09768257559104,1,Haryana,146.10626580142775
Onion,Monsoon,November,35.5202538789045,0,Andaman and Nicobar Islands,177.1545943470125
Tomato,Autumn,October,36.61926068780416,1,Dadra and Nagar Haveli,73.70860122789928
Pumpkin,Autumn,July,26.89104804865395,0,Odisha,168.93627267571782
Tomato,Summer,September,32.20827908757055,1,Bihar,91.7603529082474
Onion,Monsoon,December,23.075031478621703,0,Meghalaya,72.43852077357792
Ginger,Winter,May,16.659271990290854,1,Rajasthan,184.57637721933946
Ginger,Winter,August,27.074946020211975,1,Assam,160.51575643261614
Cabbage,Autumn,December,37.60403479133129,0,Karnataka,72.27712514203412
Cauliflower,Spring,December,39.710193861217256,0,Himachal Pradesh,193.22634681364656
Pointed grourd,Autumn,May,21.747761968719143,0,Gujarat,173.19988557927329
Cauliflower,Autumn,March,31.718579043360435,0,Delhi,139.8056642709363
Brinjal,Monsoon,May,22.472966318651814,0,Manipur,21.211579151592744
Cabbage,Winter,April,26.691071621337514,0,Chandigarh,136.16499307086522
Pointed grourd,Spring,June,24.501502244195464,1,Lakshadweep,151.45696963194956
Okra,Monsoon,July,25.39644648027521,0,Punjab,162.37265287717312
Cabbage,Spring,July,33.63061195810745,1,Himachal Pradesh,88.61954154721846
Onion,Summer,November,37.63247021747978,1,Daman and Diu,142.49887689574774
Okra,Autumn,March,16.759064645564784,0,Lakshadweep,105.34726244772894
Bitter gourd,Winter,December,27.23970445399507,1,Bihar,199.22852644138314
Onion,Autumn,January,20.3909832956574,0,Himachal Pradesh,146.3797468892507
Ginger,Monsoon,April,30.356756135131132,1,West Bengal,186.90084457034868
Pumpkin,Autumn,March,25.417300800880177,1,Jharkhand,83.8078199911914
Cabbage,Autumn,May,22.449158985300315,0,Mizoram,85.27058623445306
Radish,Spring,July,32.25269208331947,0,Andaman and Nicobar Islands,38.03289160616724
Pointed grourd,Autumn,May,31.253127983834307,0,Andaman and Nicobar Islands,63.15118979202817
Peas,Spring,August,34.94490112367072,0,Tamil Nadu,35.76119929863687
Radish,Spring,November,29.247939531917833,1,Chandigarh,20.097399108133818
Chilly,Autumn,March,24.851811136925782,1,Puducherry,36.56547434697438
Pumpkin,Summer,January,31.263745288010654,0,Puducherry,62.85757466840837
Tomato,Autumn,July,19.958849878631252,0,Daman and Diu,160.57289772404917
Cucumber,Summer,February,12.764367961061176,1,Dadra and Nagar Haveli,143.48113654784925
Brinjal,Autumn,September,33.244470748357514,1,Meghalaya,173.13447276981483
Cabbage,Summer,January,18.353714517041084,1,Puducherry,95.2844265194521
Cabbage,Winter,June,39.86249938652155,1,Uttar Pradesh,185.8271533417195
Chilly,Autumn,November,19.725543158041212,1,Telangana,76.76206275877124
Bitter gourd,Spring,April,31.331604456373267,1,Punjab,23.72222770468801
Okra,Autumn,November,32.31653128885272,1,Rajasthan,79.9903547924886
Chilly,Spring,January,25.62378960007835,1,Madhya Pradesh,105.41735734008347
Pumpkin,Monsoon,November,39.55421233597359,1,Nagaland,105.5756337863338
Pumpkin,Spring,February,11.953455298167562,1,Dadra and Nagar Haveli,121.20104381523761
Chilly,Summer,February,22.104867889469528,1,West Bengal,69.56953540375318
Cucumber,Autumn,March,22.74485735374088,1,Odisha,162.31511739643858
Cauliflower,Winter,January,32.07774486303745,1,Odisha,25.043136990088755
Radish,Summer,December,17.632952004084324,1,Odisha,186.23841259989527
Ginger,Spring,October,11.197846275818273,0,Tamil Nadu,195.8078240286426
Bitter gourd,Winter,February,22.10516053424068,1,Andaman and Nicobar Islands,169.17000620689046
Radish,Autumn,September,27.368184405200466,0,Jharkhand,116.36955455806418
Pointed grourd,Autumn,January,19.748390818612783,1,Jharkhand,178.8450318587479
Pointed grourd,Winter,June,27.553434738121165,1,Jharkhand,184.53517791199639
Okra,Winter,July,23.390335249230382,1,Odisha,167.05225609864914
Peas,Summer,January,35.0831637434977,1,Andhra Pradesh,153.02008952070926
Brinjal,Summer,October,28.676098603154795,1,Chhattisgarh,27.253899976380175
Pointed grourd,Autumn,July,32.822074327049314,0,Rajasthan,42.951788826282595
Cucumber,Winter,December,15.116596299164575,1,Arunachal Pradesh,47.171088828354755
Cabbage,Monsoon,August,34.78163479235758,1,Jharkhand,64.46171400978653
Radish,Spring,June,33.058523885738,0,Manipur,42.952077785305505
Ginger,Spring,March,10.187300111653341,1,Mizoram,175.86665824558287
Radish,Autumn,September,12.443362247472455,0,Meghalaya,159.51736009103624
Onion,Autumn,September,13.321731399010513,1,Madhya Pradesh,158.22339429200335
Potato,Monsoon,March,39.79935986871357,0,Jharkhand,64.04183756402566
Okra,Spring,February,36.65106598315187,0,West Bengal,130.71768538599045
Peas,Summer,October,11.224046751310912,0,Gujarat,71.89998539719642
Peas,Winter,September,35.93712796690237,1,Uttar Pradesh,78.81185241713591
Pointed grourd,Autumn,December,10.888201084303677,0,Haryana,84.6178772329275
Radish,Autumn,December,36.01214192777456,1,Uttar Pradesh,116.62384996728584
Pumpkin,Spring,March,29.901408150783244,0,Goa,81.56905929619955
Radish,Winter,January,33.33962177800189,0,Bihar,37.748993154999745
Ginger,Winter,August,24.008618875844807,1,Nagaland,77.38028877916474
Cabbage,Autumn,June,23.121439381658625,1,Kerala,42.345393653583095
Bitter gourd,Winter,August,21.245082321499197,0,Uttarakhand,143.0379319393517
Radish,Monsoon,January,20.886605677951632,0,Daman and Diu,194.01058947533022
Ginger,Autumn,November,14.978890986129503,1,Meghalaya,110.00979195275988
Cucumber,Monsoon,January,18.50725097876831,1,Odisha,86.30158143767248
Tomato,Autumn,May,26.401946262289343,0,Jharkhand,103.64895333043467
Cucumber,Autumn,March,37.255868280621684,1,Nagaland,199.5529269915344
Cauliflower,Summer,August,23.60672522203918,1,Sikkim,99.12563370762965
Pointed grourd,Summer,April,27.734064029681683,0,Tripura,84.58458247377683
Ginger,Spring,June,27.205342420793663,0,Madhya Pradesh,77.38566717650971
Cauliflower,Monsoon,July,39.36356346922487,0,Daman and Diu,23.42311347798585
Ginger,Spring,December,17.786240465183177,1,Maharashtra,75.01283853898865
Pointed grourd,Summer,September,26.43746186923526,1,Delhi,133.14255111321432
Okra,Monsoon,December,17.50920602260117,1,Jharkhand,96.81393237120702
Pointed grourd,Summer,December,38.28566177820147,0,Lakshadweep,34.19858412310637
Pumpkin,Spring,January,38.785380068458466,1,Maharashtra,178.1616280852152
Cucumber,Winter,January,27.77322791602951,1,Jharkhand,65.63566612462873
Okra,Spring,June,20.051494670264816,0,Gujarat,63.103955270585594
Pumpkin,Autumn,May,25.50843472295461,0,Chhattisgarh,184.842043833381
Potato,Summer,December,11.668724036503578,0,Delhi,65.31417086898757
Cucumber,Spring,March,22.673325411275677,1,Himachal Pradesh,144.74461444982649
Radish,Spring,June,14.198033779086956,0,Lakshadweep,26.159972375287133
Potato,Spring,April,22.583279013322322,1,Punjab,195.02775579926077
Cucumber,Winter,April,32.425647554004186,1,Delhi,95.68669743243082
Radish,Spring,February,37.093907268017716,1,Uttarakhand,177.84368760669187
Cauliflower,Summer,August,27.242387766313236,0,Sikkim,194.66970368749298
Okra,Monsoon,March,18.34220353057202,1,Nagaland,139.15849663807188
Chilly,Autumn,March,17.782189480949892,1,Tamil Nadu,41.1118533407674
Cauliflower,Winter,July,38.799594896827735,1,Sikkim,51.06408791872717
Chilly,Monsoon,August,23.655235406195715,0,Bihar,165.32583553392925
Cauliflower,Spring,October,15.925984931025258,0,Arunachal Pradesh,31.0617306636774
Pumpkin,Spring,March,10.312285519251228,0,Manipur,89.93616530222685
Pumpkin,Spring,November,31.243342310519076,1,Himachal Pradesh,103.29182099538355
Pumpkin,Winter,August,16.09492139818771,0,Lakshadweep,63.068560296620554
Chilly,Monsoon,August,36.936732835513396,1,Arunachal Pradesh,145.44676075787717
Tomato,Autumn,December,20.800335009834058,1,Karnataka,84.39522125022488
Okra,Winter,July,36.48031176395797,1,Delhi,166.17235328159154
Cucumber,Monsoon,December,24.173300261575232,0,Chhattisgarh,122.8039329627614
Okra,Monsoon,July,32.63245840556348,1,Gujarat,117.35253161368769
Potato,Monsoon,June,34.084542548557835,1,Uttarakhand,153.69510325326405
Cucumber,Spring,August,18.59576030842908,0,Dadra and Nagar Haveli,169.40188268420576
Ginger,Autumn,May,16.531685321881255,1,Mizoram,68.10213482198299
Cucumber,Spring,July,24.968566306457685,0,Karnataka,52.530558828103835
Ginger,Autumn,October,19.26297749278813,0,Uttar Pradesh,64.24904668769796
Cauliflower,Monsoon,November,13.91883269971412,1,Kerala,38.30654715037949
Onion,Monsoon,May,21.065684767873243,0,Uttar Pradesh,141.3875939564818
Ginger,Winter,December,10.270219921726127,0,Puducherry,152.61672519036398
Garlic,Winter,May,16.60282493181726,0,Andhra Pradesh,164.40411466332517
Ginger,Winter,November,12.595044901588771,0,Meghalaya,154.53949194126102
Garlic,Spring,July,32.95408603297382,1,Karnataka,138.5431682876541
Potato,Monsoon,April,21.633113572207996,1,Madhya Pradesh,87.96561190262707
Pumpkin,Spring,November,30.535657016866825,1,Odisha,86.89272630785835
Okra,Spring,August,19.74227526786467,1,Goa,145.17899327967984
Chilly,Winter,September,37.77517398156999,0,Lakshadweep,149.64625056546006
Brinjal,Spring,May,11.999676774839443,1,Bihar,74.69631540791616
Garlic,Summer,March,37.186727135646876,0,Arunachal Pradesh,34.26503866539339
Tomato,Monsoon,April,32.118110307590044,1,Goa,105.67121813008853
Okra,Spring,January,19.042776003778187,1,Karnataka,198.3702276214576
Cabbage,Monsoon,August,22.06184779196843,1,Daman and Diu,85.43806351085196
Cabbage,Winter,July,14.625860553803616,1,Madhya Pradesh,93.91447503985943
Peas,Monsoon,November,13.234973821297057,1,Lakshadweep,95.08100694092509
Garlic,Spring,June,13.710686195357427,0,Andaman and Nicobar Islands,113.57231943527825
Brinjal,Monsoon,February,23.953394929922027,1,Manipur,33.68738021224618
Garlic,Autumn,January,28.17099934794783,1,Andhra Pradesh,149.52111569282437
Potato,Monsoon,October,33.5645944728211,1,Telangana,71.50670024976054
Garlic,Summer,August,16.970783953735527,1,Chandigarh,61.87989749255048
Chilly,Winter,May,20.50025645641506,1,West Bengal,135.43867586023958
Tomato,Spring,April,19.502822359938307,0,Tripura,30.07681707058929
Ginger,Spring,March,10.598987267863196,0,Mizoram,57.86023202866453
Garlic,Summer,October,23.49391256570236,0,Telangana,150.49292557726037
Garlic,Winter,August,21.98266740452913,0,Rajasthan,158.17321292853438
Cabbage,Winter,December,39.642664914831585,1,Karnataka,157.73235326566146
Bitter gourd,Monsoon,September,17.989596674799042,1,Lakshadweep,169.52907160780404
Cucumber,Autumn,July,23.882393068721697,0,Madhya Pradesh,182.54128379281812
Chilly,Summer,May,31.389608810828086,1,Himachal Pradesh,154.2812317726856
Potato,Spring,March,28.440191902088817,0,Meghalaya,174.4481386836307
Brinjal,Monsoon,April,24.424657077051272,1,Punjab,24.942269147719095
Cauliflower,Winter,August,17.838340078649043,0,Nagaland,25.32867565118817
Cauliflower,Summer,September,16.02409260035466,0,Chhattisgarh,81.47398209568607
Pumpkin,Autumn,September,11.13877627312655,1,Kerala,68.0473589296384
Cabbage,Monsoon,September,38.00245579613997,0,Maharashtra,180.00847181667027
Okra,Winter,September,34.44389060509077,1,Arunachal Pradesh,66.98716275045618
Okra,Winter,December,27.58148534533444,1,Sikkim,44.695461197897586
Okra,Monsoon,March,28.752642114538272,1,Nagaland,167.89080758302515
Cabbage,Summer,January,34.798678589769835,1,Tripura,110.48183657678634
Garlic,Autumn,November,10.820185299096087,1,Himachal Pradesh,73.93048259590773
Bitter gourd,Monsoon,September,11.354701244076074,1,Uttar Pradesh,181.6621063673251
Ginger,Autumn,June,16.407853462178547,1,West Bengal,54.75340939891862
Potato,Summer,June,15.51146391332634,1,Goa,125.64839852840623
Okra,Summer,January,29.01997219498308,0,Jharkhand,84.99714835647545
Pointed grourd,Winter,June,17.359280413851888,0,Nagaland,45.91909744439825
Cabbage,Autumn,June,24.22104485274392,1,Goa,187.53197170329622
Ginger,Spring,October,24.649344594716382,0,Chhattisgarh,21.1852124253985
Cabbage,Spring,May,30.807979373620196,0,Odisha,158.7669363422112
Cucumber,Autumn,December,17.647057071762163,1,Madhya Pradesh,57.5784985815046
Garlic,Autumn,March,34.01720072525556,0,Punjab,57.03175874171223
Cauliflower,Summer,December,20.02331573835852,1,Chandigarh,31.875526975933468
Garlic,Monsoon,November,31.914921354094023,0,Bihar,160.7633719304665
Radish,Monsoon,December,26.713500098939083,0,Puducherry,108.5030704180778
Radish,Autumn,March,18.287845399263112,1,Tripura,134.8975867363569
Radish,Summer,June,25.351463038718965,0,Tripura,87.67425319869805
Peas,Summer,April,36.66375411973439,1,Kerala,165.9368663142377
Pumpkin,Monsoon,April,18.108927018014185,0,Tripura,98.57851890258071
Peas,Autumn,July,14.008476419002614,0,Manipur,67.049362228006
Okra,Winter,August,36.55097940219891,1,Punjab,132.54631492984856
Chilly,Monsoon,September,35.21446599863705,0,Maharashtra,162.0594897851174
Tomato,Autumn,February,25.99934183480517,0,Tripura,145.3314961425062
Okra,Spring,October,14.437049115435107,1,Sikkim,86.20399775449276
Cabbage,Monsoon,December,33.80061323403355,0,Uttar Pradesh,35.84537052880299
Okra,Monsoon,November,24.522836760333085,0,Uttar Pradesh,74.81464701343869
Pumpkin,Winter,July,15.414435490543905,1,Uttarakhand,113.89557339548685
Okra,Spring,August,10.705166334604785,0,Chhattisgarh,26.569611263162415
Cabbage,Summer,March,35.454088994463625,0,Mizoram,143.39183302657983
Pointed grourd,Spring,November,33.17515710136205,0,Sikkim,112.56563883912655
Pointed grourd,Summer,May,30.421979253685823,0,Karnataka,44.52286410098666
Pumpkin,Winter,March,26.55384472964699,1,Gujarat,197.04347743199324
Onion,Summer,January,26.313305009192728,1,Dadra and Nagar Haveli,122.14355026063944
Peas,Winter,February,19.491561728158715,1,Goa,109.1535361127201
Cauliflower,Monsoon,August,18.880714377794543,0,Punjab,152.33504817776398
Brinjal,Winter,July,24.644488651204693,0,Lakshadweep,190.79316891118486
Tomato,Monsoon,June,11.684624268780064,1,Andhra Pradesh,184.18182238011778
Brinjal,Autumn,October,36.59209269950186,0,Himachal Pradesh,144.73572949830663
Garlic,Spring,January,32.61483774176115,1,Meghalaya,34.26128351783455
Cucumber,Summer,May,10.942081781703862,0,Uttarakhand,42.09579614670071
Okra,Winter,June,11.133265314483008,0,Punjab,116.37832659848286
Potato,Autumn,January,15.571269796004376,1,Karnataka,77.21616060611298
Tomato,Winter,August,11.58795328241629,0,Punjab,86.88321513250253
Peas,Summer,June,37.85166457789579,1,Dadra and Nagar Haveli,81.24153064686419
Onion,Spring,October,17.830786893524145,1,Punjab,196.1063828305326
Potato,Monsoon,February,30.75831675337856,0,Chandigarh,79.9214235770066
Cauliflower,Autumn,January,28.450034685568497,1,Sikkim,182.82644583813058
Cabbage,Summer,July,16.308590370979278,1,Himachal Pradesh,183.0594377299287
Cabbage,Spring,August,24.772742833508953,0,Arunachal Pradesh,83.5352640003018
Potato,Winter,August,18.10658717123384,0,Andhra Pradesh,117.65859313147796
Tomato,Summer,June,29.256285978624884,1,Uttar Pradesh,186.07417985646833
Brinjal,Summer,April,33.15162857782286,1,Uttar Pradesh,26.93611214909041
Tomato,Winter,October,20.798829783160315,1,Gujarat,60.936470349682494
Potato,Summer,April,31.46971430210361,0,Assam,192.35466795947505
Radish,Spring,November,30.932542603846176,1,Goa,82.13077021829088
Chilly,Spring,July,12.961259325782239,0,Sikkim,29.33601090717775
Garlic,Summer,October,26.276810161589776,1,Uttar Pradesh,132.1105481513761
Radish,Winter,November,24.868351627846785,1,Andaman and Nicobar Islands,166.93249863555147
Cucumber,Spring,June,32.856593767101145,0,Uttarakhand,190.24610769316152
Bitter gourd,Autumn,August,25.808609076311363,0,Nagaland,78.72281294595598
Bitter gourd,Summer,December,28.392311464446216,0,Assam,99.90529984252692
Bitter gourd,Spring,December,38.902116114487484,1,Uttarakhand,140.02008657259094
Pumpkin,Summer,October,35.74531661786311,1,Rajasthan,134.72930935557474
Potato,Winter,July,17.656525195982027,0,Andaman and Nicobar Islands,173.90093846195126
Peas,Winter,June,33.76456430601226,1,Karnataka,46.98702934181184
Brinjal,Autumn,October,21.837216399930952,0,Daman and Diu,61.712204844663376
Brinjal,Monsoon,June,25.8541611346728,1,Meghalaya,83.01135461466492
Onion,Spring,May,20.85966152563023,0,Karnataka,72.3483918481647
Cucumber,Monsoon,October,30.478535006434168,0,Odisha,106.3476053213705
Onion,Winter,March,16.666772605055012,0,Mizoram,26.92778340644945
Onion,Winter,November,27.662122672549746,0,Delhi,181.34377334535824
Cucumber,Spring,June,31.169628473134946,0,Puducherry,106.33285190194216
Potato,Winter,December,38.94570135238639,0,Punjab,161.2785492653386
Okra,Monsoon,May,20.600091241793834,1,Karnataka,179.71924771034242
Tomato,Autumn,March,34.65075699362188,1,Jharkhand,183.20128887611548
Pointed grourd,Winter,June,35.164141297930954,0,Manipur,176.07713387290005
Pumpkin,Winter,January,23.836973046155073,1,West Bengal,92.66180068153795
Pointed grourd,Summer,October,13.129978699212359,1,Andaman and Nicobar Islands,126.51828596128927
Chilly,Winter,August,26.6020020786272,0,Goa,62.143859838138
Ginger,Monsoon,October,29.761536231045184,1,Tripura,168.9415309318799
Ginger,Monsoon,October,20.394688728594613,0,Lakshadweep,153.12868870576798
Cabbage,Spring,January,33.26959011058477,0,West Bengal,82.69088000766541
Brinjal,Monsoon,May,37.615628923870716,0,Madhya Pradesh,119.79300004880902
Pointed grourd,Monsoon,October,20.06250595438693,0,Bihar,42.53442389918628
Potato,Summer,January,19.673724473778258,0,Madhya Pradesh,20.15977468346352
Pointed grourd,Winter,November,32.01094588613417,1,Rajasthan,56.9211835873637
Tomato,Monsoon,September,21.271007562006304,1,West Bengal,90.37453456635895
Cauliflower,Summer,October,28.391891504859384,1,Delhi,105.87105430211473
Pumpkin,Autumn,March,21.01415481127015,0,Mizoram,104.01545073659757
Pumpkin,Autumn,March,15.784413658230692,0,Bihar,155.89999091267686
Cabbage,Summer,November,37.02541924126588,0,Arunachal Pradesh,33.814762078329196
Radish,Summer,April,27.822529110161682,0,Telangana,156.1732570139354
Potato,Spring,February,19.176906546572653,1,Tamil Nadu,63.07968749187162
Ginger,Winter,April,11.492321527822991,0,Andaman and Nicobar Islands,197.2811420770382
Okra,Autumn,November,34.09665720636018,0,Tamil Nadu,73.7955485668651
Pumpkin,Summer,January,34.26578189197404,1,Assam,35.43542612493927
Brinjal,Monsoon,August,13.528179771907311,1,Tripura,25.826406873457685
Ginger,Spring,July,31.84091625317606,1,Sikkim,145.8064327247718
Tomato,Winter,March,21.50637324169156,0,Lakshadweep,99.11328473956628
Peas,Spring,February,29.62121072025951,1,Punjab,119.97303749948368
Cabbage,Monsoon,November,16.60055166292906,0,Gujarat,74.9634994214671
Brinjal,Spring,November,37.93463426892909,1,Chandigarh,152.21522320008802
Radish,Autumn,November,24.529479767044794,0,Assam,196.0654136297074
Bitter gourd,Summer,October,25.366979400456,1,Andhra Pradesh,116.89299020466338
Cabbage,Summer,December,36.18138494509816,1,Lakshadweep,101.7122077364949
Cauliflower,Monsoon,September,15.448602183118354,1,Uttar Pradesh,120.01673282475471
Garlic,Summer,November,31.1295782336592,1,Uttarakhand,59.5897192053245
Cabbage,Autumn,March,16.235015617255335,0,Jharkhand,120.95368094646187
Pumpkin,Summer,January,28.499994281242383,1,Rajasthan,186.44992838821372
Potato,Summer,February,16.665370385457162,0,Bihar,61.84415005437064
Tomato,Spring,June,39.60148711294637,0,Daman and Diu,71.35490800217511
Pumpkin,Spring,May,32.247195189099074,1,Sikkim,44.01262295650905
Brinjal,Spring,April,29.988028383995562,1,Bihar,47.022304864484965
Garlic,Monsoon,March,22.60076446243395,1,Madhya Pradesh,153.7290018154802
Chilly,Monsoon,August,12.754967216157386,1,Nagaland,150.3466804885428
Pointed grourd,Summer,October,30.123892962528153,0,Tamil Nadu,121.58575414291914
Cabbage,Winter,June,14.70861142505099,1,Tamil Nadu,92.28535332986787
Okra,Autumn,February,27.2424902222306,1,Mizoram,194.7543135483949
Pointed grourd,Summer,October,11.32964652265126,0,Assam,119.5678800861182
Onion,Autumn,October,29.90780723011832,1,Andhra Pradesh,117.53841770405353
Bitter gourd,Spring,September,38.122112269304864,1,Dadra and Nagar Haveli,44.541194530115675
Pumpkin,Monsoon,December,29.660356825851828,1,Himachal Pradesh,58.82242686659864
Peas,Winter,December,12.411234490473863,0,Karnataka,163.06384498040873
Cabbage,Monsoon,April,25.532769012041314,1,Puducherry,57.65853229546093
Garlic,Spring,June,22.066152806759273,1,Maharashtra,90.42884387768612
Tomato,Summer,April,28.500893674848136,1,Dadra and Nagar Haveli,32.03513729535217
Peas,Summer,January,29.62739482994135,1,Himachal Pradesh,75.3342178117314
Bitter gourd,Spring,August,34.71038070239236,1,Kerala,67.84117180292125
Tomato,Summer,April,26.861879257325846,0,Puducherry,37.695651267686074
Bitter gourd,Summer,February,39.31689111916293,1,Uttarakhand,162.99731523458567
