Vegetable,Season,Year,Month,Temp,Deasaster Happen in last 3month,State,Price per kg
Tomato,Winter,2020,December,18.718492963035025,1,Karnataka,44.594618919994645
Cucumber,Spring,2020,June,24.663705844399026,0,Delhi,184.40440739412958
Cucumber,Winter,2020,June,39.60084645116865,1,Lakshadweep,68.23368454838625
Garlic,Autumn,2020,June,14.049713366098832,1,Rajasthan,174.28325972899793
Onion,Autumn,2020,August,19.505661202648284,0,Madhya Pradesh,126.93910167549895
Pointed grourd,Autumn,2020,November,10.120080181689145,1,Meghalaya,147.46104093363635
Radish,Monsoon,2020,September,15.106791589051541,0,Kerala,178.85094733177812
Cucumber,Monsoon,2020,January,38.749036545141806,0,Mizoram,131.43664283163122
Cabbage,Spring,2020,December,20.16614039057462,0,Arunachal Pradesh,179.16359876357552
Potato,Summer,2020,February,15.42884268029279,1,Bihar,40.22958718650139
Onion,Summer,2020,June,32.08242960908609,0,Punjab,70.48206439
Peas,Monsoon,2020,May,15.815458829637922,1,Mizoram,36.637947186626036
Pumpkin,Autumn,2020,March,33.99836304577467,1,West Bengal,151.6143465799235
Pointed grourd,Spring,2020,August,37.76873053503551,0,Karnataka,95.84816871599413
Bitter gourd,Summer,2020,January,32.45735792456071,1,Uttarakhand,130.5199096350909
Okra,Spring,2020,September,23.743973013500522,1,Maharashtra,163.274555
Onion,Autumn,2020,September,39.243629278592095,1,Kerala,168.73723312214693
Brinjal,Summer,2020,September,10.303269917179637,1,Andhra Pradesh,189.61374443034617
Bitter gourd,Summer,2020,February,10.453704365896103,0,Rajasthan,45.747686370794625
Radish,Winter,2020,February,34.852940404254504,1,Karnataka,42.33266848067147
Cauliflower,Summer,2020,February,33.402470234874315,0,Sikkim,22.88378648599519
Okra,Spring,2020,July,20.15801758628181,1,Andaman and Nicobar Islands,171.55183070754163
Okra,Monsoon,2020,February,32.124524070166856,1,Jharkhand,189.29412341372822
Garlic,Spring,2020,September,20.516095958905336,0,Meghalaya,129.96458999654743
Peas,Monsoon,2020,October,30.118406173119087,0,Karnataka,77.43362206712213
Radish,Winter,2020,May,14.046018779247591,0,Telangana,51.54458452748975
Garlic,Spring,2020,November,13.662894386967437,0,Andaman and Nicobar Islands,22.861823845863068
Chilly,Summer,2020,March,19.84085599954203,0,Chandigarh,32.349525861030784
Peas,Summer,2020,June,15.806006197128514,0,Haryana,118.84367792938728
Pointed grourd,Summer,2020,July,35.02103037882449,1,Mizoram,149.4023561354732
Tomato,Winter,2020,July,16.204141440695143,1,Chhattisgarh,114.69463615271218
Cucumber,Winter,2020,June,34.744998196805554,1,Chhattisgarh,29.68356634008785
Chilly,Winter,2020,October,35.80812666,1,Daman and Diu,172.45265625086378
Cucumber,Autumn,2020,January,37.180772053813286,0,Bihar,57.38007323153016
Bitter gourd,Summer,2020,April,24.83452451093369,1,Haryana,157.00878120325928
Onion,Summer,2020,November,10.428457595569252,0,Chandigarh,187.3998667769257
Pointed grourd,Winter,2020,December,16.35726594792141,0,Tripura,29.212979929974463
Okra,Summer,2020,April,16.105108255740106,0,Uttarakhand,170.0047677520598
Pointed grourd,Summer,2020,January,11.128830654819097,1,Uttarakhand,127.9361946340012
Pumpkin,Spring,2020,March,17.113725281315812,0,Jharkhand,107.72592376699095
Cauliflower,Autumn,2020,January,20.18393270815949,0,Tamil Nadu,185.16899742757036
Potato,Summer,2020,November,20.696711729567305,1,Puducherry,157.88575266250965
Chilly,Summer,2020,May,37.388268744848794,0,Puducherry,144.08591544324452
Radish,Spring,2020,May,16.063900880028438,1,Uttar Pradesh,65.91247831617827
Pumpkin,Autumn,2020,March,10.827330171334292,0,Mizoram,99.73668037686767
Cabbage,Monsoon,2020,May,18.82744292151731,0,Delhi,168.29902854539517
Potato,Autumn,2020,November,36.705286470277066,1,Meghalaya,178.49814109371744
Pointed grourd,Monsoon,2020,May,22.023443862767685,1,Uttarakhand,101.68119830488118
Pumpkin,Summer,2020,March,38.28842022077612,1,Telangana,110.48661409542608
Cabbage,Autumn,2020,November,39.253837769826745,1,Lakshadweep,115.49944792691801
Cabbage,Autumn,2020,May,14.366430810398292,0,Bihar,121.86841296209144
Peas,Monsoon,2020,February,16.040882057964403,0,Rajasthan,73.35272386
Garlic,Monsoon,2020,December,26.868862152670786,0,Tamil Nadu,182.59032251837002
Okra,Spring,2020,December,16.578307144931237,1,Telangana,132.06876020544945
Cauliflower,Winter,2020,September,19.872516201363254,0,Manipur,35.48422599668356
Bitter gourd,Winter,2020,March,28.446835137149844,1,Odisha,170.91858367354348
Radish,Summer,2020,April,27.967071769501864,1,Dadra and Nagar Haveli,149.14335240160693
Garlic,Summer,2020,August,26.972711381040916,0,Tripura,174.37685960691738
Radish,Spring,2020,February,37.74106959822484,0,Meghalaya,164.33897638546316
Potato,Monsoon,2020,September,20.990289749782434,0,Goa,89.06452805709559
Tomato,Winter,2020,December,13.717645036997792,1,Odisha,95.92555749256739
Brinjal,Summer,2020,November,20.901457131697896,1,Gujarat,157.56401294307528
Ginger,Autumn,2020,January,34.542188794751084,1,Odisha,105.31554891842529
Brinjal,Monsoon,2020,September,12.519402120963393,1,Telangana,74.43095283478587
Tomato,Autumn,2020,May,15.016264448448267,0,Sikkim,79.67643345909028
Okra,Spring,2020,January,27.620547032551688,0,Dadra and Nagar Haveli,166.56587528997682
Tomato,Winter,2020,September,19.007135879794287,0,Meghalaya,68.96777166446572
Garlic,Spring,2020,May,26.82175131145306,0,Maharashtra,146.83596912292734
Cabbage,Spring,2020,April,13.382920418480802,0,West Bengal,110.55339717167955
Chilly,Winter,2020,June,34.679481092798206,1,Nagaland,115.20008290609896
Cucumber,Spring,2020,July,25.49299973896664,1,Himachal Pradesh,20.287182812120342
Cauliflower,Autumn,2020,November,26.96234747282672,0,Chhattisgarh,92.99281068174818
Cabbage,Spring,2020,March,18.00281965926166,0,Nagaland,187.4768526025045
Pointed grourd,Monsoon,2020,November,18.91049063326507,0,Uttar Pradesh,121.31363952704486
Ginger,Spring,2020,June,19.43710096773234,1,Andaman and Nicobar Islands,64.14712481016252
Potato,Monsoon,2020,July,20.412505432942382,1,Chandigarh,135.00375288261858
Bitter gourd,Monsoon,2020,December,25.476792730988837,1,Madhya Pradesh,23.181513669082165
Okra,Autumn,2020,October,28.335396174399506,0,Karnataka,125.71704484645971
Garlic,Autumn,2020,July,22.608493418933634,1,Arunachal Pradesh,177.74177036442632
Cabbage,Monsoon,2020,June,33.19004313547023,0,Tamil Nadu,163.53171457551414
Cauliflower,Winter,2020,December,33.73567125451719,1,Kerala,159.88006754204065
Radish,Monsoon,2020,November,26.974137860429334,0,Gujarat,94.61931583371945
Potato,Autumn,2020,November,30.346163453570103,0,Arunachal Pradesh,81.27053548800961
Pointed grourd,Summer,2020,January,27.45097444965722,1,Lakshadweep,138.9884119429123
Onion,Spring,2020,November,22.38186707412823,1,Uttarakhand,144.5578668240638
Okra,Spring,2020,October,32.430596188766614,0,Rajasthan,21.529817466053153
Tomato,Winter,2020,July,36.967110988502974,0,Himachal Pradesh,148.44554555474176
Pointed grourd,Autumn,2020,May,38.66919298,0,Meghalaya,75.37071470176573
Tomato,Autumn,2020,October,25.439161603491186,0,West Bengal,36.950016384380724
Brinjal,Summer,2020,November,14.661866898874868,0,Haryana,29.308105310678446
Cucumber,Spring,2020,February,15.297055823017136,1,Jharkhand,63.22963277818334
Cauliflower,Autumn,2020,April,19.386544118679005,1,Lakshadweep,140.58589505527357
Brinjal,Summer,2020,August,10.589946315880654,0,Maharashtra,133.68838080082128
Potato,Autumn,2020,January,25.61593435551988,1,Mizoram,127.01940779053473
Tomato,Winter,2020,October,14.80724805709988,1,Andaman and Nicobar Islands,127.37931603642349
Ginger,Spring,2020,June,36.778057492688994,1,Uttar Pradesh,184.01254224014596
Tomato,Winter,2020,December,19.94421880492809,0,Lakshadweep,117.73739190712654
Radish,Monsoon,2020,December,31.100352637467566,0,Himachal Pradesh,134.33322711262957
Pumpkin,Monsoon,2020,March,11.447853652895606,0,Odisha,132.9151474009903
Peas,Spring,2020,November,37.89348679013557,0,Nagaland,94.27271513568171
Onion,Summer,2020,June,14.71640058918302,1,Nagaland,108.92833567961945
Onion,Autumn,2020,December,24.282852879145935,1,Kerala,75.95440208609625
Pumpkin,Summer,2020,November,15.450895622800182,1,Sikkim,137.80618478911012
Garlic,Summer,2020,September,34.962827822858515,0,Rajasthan,23.381230444757563
Radish,Winter,2020,June,38.75374451729829,1,Karnataka,104.36652302248429
Brinjal,Winter,2020,December,18.221465281901715,0,Lakshadweep,171.9265814570716
Bitter gourd,Autumn,2020,July,17.621270565889084,0,Telangana,64.68544686259519
Potato,Spring,2020,September,15.647349087800372,1,Chandigarh,184.3411678
Garlic,Summer,2020,February,18.382311512196804,1,Karnataka,34.64821510161466
Bitter gourd,Monsoon,2020,March,27.700012131634896,0,Madhya Pradesh,116.00337374029495
Onion,Monsoon,2020,September,38.825956651610596,0,Goa,156.24573070930896
Okra,Spring,2020,November,32.71455014198318,0,Sikkim,98.77052472391549
Okra,Autumn,2020,October,24.31651076,0,Jharkhand,104.78300345767818
Garlic,Monsoon,2020,December,16.943934756115812,1,Chhattisgarh,50.089743958760636
Ginger,Winter,2020,April,37.93714098221731,0,Kerala,66.12157189109445
Onion,Winter,2020,January,33.287364678480884,1,Andhra Pradesh,103.04448714754997
Pumpkin,Monsoon,2020,October,25.479799507718845,1,Maharashtra,60.48939575
Bitter gourd,Spring,2020,September,37.26033635,0,Tripura,110.08783387741059
Potato,Monsoon,2020,April,16.752334679148767,0,West Bengal,149.34741162035945
Tomato,Summer,2020,October,34.6985287,1,Uttarakhand,31.377469698614476
Onion,Autumn,2020,July,22.960615004100745,1,Sikkim,185.1703501324131
Pointed grourd,Monsoon,2020,January,35.0568131,0,Chhattisgarh,173.00220711403637
Onion,Winter,2020,July,35.78710527563655,1,Andhra Pradesh,78.37754074080888
Onion,Monsoon,2020,April,18.790293635802144,1,Mizoram,67.83450249457954
Bitter gourd,Autumn,2020,January,19.160797256471405,0,Kerala,34.44915158
Cauliflower,Spring,2020,August,13.214892903378768,1,Uttarakhand,135.51440508743286
Peas,Winter,2020,February,15.790610866536966,1,Andhra Pradesh,150.29805497838984
Radish,Summer,2020,June,17.347876674001125,0,Assam,105.02822273163707
Pumpkin,Autumn,2020,June,15.560153229645781,1,Punjab,148.75608605352795
Onion,Spring,2020,May,14.024023812018077,1,Karnataka,153.90387347849813
Pointed grourd,Spring,2020,October,26.783439013015446,1,Bihar,192.0169082864981
Cauliflower,Monsoon,2020,March,22.561555703565574,1,Goa,192.42124721240876
Chilly,Summer,2020,August,13.84441082268647,1,Delhi,66.40604654924891
Cauliflower,Monsoon,2020,August,33.125957296213066,0,Assam,27.66068614448907
Peas,Monsoon,2020,September,20.053761858862117,1,Punjab,40.51513386554042
Radish,Spring,2020,May,37.72393090007276,1,Maharashtra,193.9956469952681
Chilly,Monsoon,2020,December,38.85374539630692,0,Andaman and Nicobar Islands,99.04441935862583
Onion,Summer,2020,February,20.989146881576964,0,Arunachal Pradesh,75.33022725796336
Potato,Spring,2020,April,37.237030905760236,0,Puducherry,111.08057930160354
Okra,Autumn,2020,February,20.44621466843072,1,Delhi,97.22810462182228
Bitter gourd,Spring,2020,December,37.03716264115671,0,Uttar Pradesh,103.51119691243427
Radish,Winter,2020,September,10.874904199339479,0,Gujarat,21.394910850474545
Potato,Summer,2020,July,24.429894181904686,1,Delhi,43.36407870453901
Onion,Spring,2020,January,12.817800189726812,0,Nagaland,56.17310065288897
Pumpkin,Summer,2020,May,22.488160214790817,0,Puducherry,149.70468676838829
Garlic,Winter,2020,May,18.758884494055515,1,Tamil Nadu,124.24474859896323
Okra,Summer,2020,June,18.113559742663057,0,Manipur,46.70200410958996
Bitter gourd,Summer,2020,December,34.82609101307891,1,Puducherry,87.89593644059129
Peas,Winter,2020,September,23.925145720960572,1,Daman and Diu,108.80736258560572
Cabbage,Summer,2020,June,30.130878468623294,0,Uttarakhand,60.29143939059905
Cauliflower,Summer,2020,July,16.209661453874453,1,Tamil Nadu,130.95689132475766
Ginger,Monsoon,2020,February,38.06308334787389,1,Dadra and Nagar Haveli,170.42700079939817
Chilly,Monsoon,2020,March,15.907650347100724,0,Manipur,192.47970734220888
Tomato,Summer,2020,January,23.59582952956887,1,Telangana,44.40646086
Potato,Monsoon,2020,September,11.537828880495745,1,Bihar,72.75709617048676
Onion,Winter,2020,December,21.327479931014643,1,Mizoram,96.74451899184733
Chilly,Winter,2020,August,17.18155485397321,1,Arunachal Pradesh,58.329986477940736
Potato,Winter,2020,June,24.66254718873782,1,Odisha,182.85207088563195
Pointed grourd,Monsoon,2020,October,21.270220445033317,0,Odisha,30.09259112609616
Cabbage,Summer,2020,October,18.418538427064554,1,Madhya Pradesh,87.71764557889627
Ginger,Monsoon,2020,August,24.33422087333065,1,Odisha,189.51270414178254
Bitter gourd,Summer,2020,October,12.997528928141366,0,Nagaland,55.345109257020646
Pumpkin,Monsoon,2020,January,29.004156962914774,0,Karnataka,30.732543804110406
Potato,Spring,2020,March,15.382095629590157,1,Chandigarh,52.87000697358584
Onion,Autumn,2020,December,26.978030337147672,0,Jharkhand,72.86844728766039
Garlic,Monsoon,2020,March,33.86335772348802,0,Gujarat,111.34589104582936
Peas,Winter,2020,July,29.06108372598699,0,Delhi,171.63137686400725
Brinjal,Autumn,2020,November,35.983547134619585,0,Bihar,136.38554892593376
Ginger,Monsoon,2020,April,23.833903184924726,0,Delhi,108.92534500524343
Garlic,Winter,2020,October,38.18705317805398,1,Nagaland,67.24180696095002
Ginger,Winter,2020,January,27.099507425374664,1,Goa,60.968457703034495
Peas,Spring,2020,December,25.886054107246764,1,Jharkhand,145.16063544486462
Cucumber,Monsoon,2020,December,30.250307349796643,1,West Bengal,161.36711825181135
Pumpkin,Spring,2020,July,16.677401919983748,0,Uttarakhand,121.22694063911715
Pumpkin,Monsoon,2020,August,27.491342173502645,1,Bihar,72.26390547
Okra,Spring,2020,June,34.46857494612726,1,Uttar Pradesh,184.63733457258076
Tomato,Summer,2020,November,27.151188815203355,1,Maharashtra,196.2163432557242
Cucumber,Autumn,2020,January,34.66304619894409,1,Haryana,171.19750706467315
Tomato,Autumn,2020,April,35.82067916589492,0,Dadra and Nagar Haveli,23.311747036014076
Garlic,Monsoon,2020,June,14.132358657552299,1,Sikkim,198.42928626432894
Cauliflower,Monsoon,2020,June,11.524729257012723,0,Kerala,28.825771388477435
Pumpkin,Spring,2020,August,15.338391836387851,1,Manipur,63.40622744053358
Pointed grourd,Winter,2020,November,22.75218362465443,0,Uttar Pradesh,195.5292707744562
Onion,Spring,2020,March,16.591915217372282,1,Gujarat,161.48263861942183
Cucumber,Autumn,2020,January,24.563376618452935,1,Goa,103.0639596
Cucumber,Spring,2020,December,13.601340636158266,1,Chandigarh,158.91805217583178
Pumpkin,Summer,2020,August,22.58295072109098,0,Lakshadweep,166.0768390435965
Chilly,Winter,2020,September,24.616505681760295,0,Kerala,30.95269325222921
Onion,Spring,2020,November,19.552223734851577,0,Himachal Pradesh,49.30889869147569
Brinjal,Winter,2020,January,28.687201820137147,1,Assam,24.89902557899656
Tomato,Winter,2020,September,13.505918705336189,0,Manipur,153.52529962169976
Cabbage,Autumn,2020,May,16.954678690790466,1,Kerala,119.61900850457863
Onion,Monsoon,2020,June,18.49806251,1,Rajasthan,168.10645271118526
Peas,Monsoon,2020,June,18.538034620776607,1,Delhi,153.4891018571311
Cabbage,Autumn,2020,September,22.701583284662455,0,Tripura,94.27855150680604
Cucumber,Monsoon,2020,February,35.66363659122247,0,Arunachal Pradesh,86.30378480115675
Pumpkin,Summer,2020,September,17.82446459975688,0,Daman and Diu,165.6921267
Okra,Autumn,2020,February,16.701919427569585,1,Nagaland,101.5976955340782
Potato,Autumn,2020,December,18.60818641637607,1,Tamil Nadu,157.6931195332786
Tomato,Autumn,2020,September,21.735141184008228,1,Uttar Pradesh,186.23684229570583
Cucumber,Summer,2020,January,38.31261728994006,1,Karnataka,148.97756253930424
Chilly,Winter,2020,November,23.591309317515652,1,Chhattisgarh,96.79964573656821
Cauliflower,Summer,2020,July,34.603247720148815,1,Nagaland,72.50876321627267
Chilly,Autumn,2020,August,15.25226946623538,1,Kerala,118.3663526381176
Pumpkin,Summer,2020,September,34.94201684279656,1,Meghalaya,140.30468126926309
Cucumber,Winter,2020,November,27.431075123447773,1,Manipur,70.18074981
Okra,Spring,2020,July,31.237570776983187,1,Karnataka,184.34554989646207
Ginger,Summer,2020,June,31.94459546734492,0,Rajasthan,20.72111437518475
Radish,Summer,2020,April,37.11796884048751,1,Odisha,194.42744398080603
Cucumber,Monsoon,2020,June,21.431912589902126,1,Delhi,76.01713254102026
Radish,Autumn,2020,July,13.65390249895226,0,Arunachal Pradesh,57.497096151782024
Onion,Winter,2020,December,10.905258355786314,0,Chandigarh,170.16634831327096
Pumpkin,Spring,2020,December,23.948263984413707,0,Madhya Pradesh,23.59035621915767
Peas,Monsoon,2020,October,27.634435651901462,1,Sikkim,81.40590797
Ginger,Monsoon,2020,May,39.71910807883627,1,Goa,170.08845783929291
Cucumber,Winter,2020,September,39.06655261628626,0,Andaman and Nicobar Islands,66.91429498581245
Cabbage,Monsoon,2020,September,32.83054166575597,0,Kerala,71.89022532279955
Cucumber,Winter,2020,August,22.555139995400058,0,Meghalaya,25.724852291210436
Ginger,Summer,2020,October,26.90787904112629,0,Dadra and Nagar Haveli,188.1756481038752
Cabbage,Autumn,2020,March,29.469228312094934,0,Odisha,135.77494771801798
Garlic,Monsoon,2020,March,33.28150597419178,1,Chhattisgarh,22.203332867217313
Cabbage,Monsoon,2020,January,36.851405748618504,1,Dadra and Nagar Haveli,121.59001464610881
Ginger,Autumn,2020,May,23.605432891439083,1,Chhattisgarh,196.3370005
Tomato,Summer,2020,August,31.636370837254645,0,West Bengal,68.01066634783345
Potato,Summer,2020,January,29.421599054693672,1,Andhra Pradesh,116.24890438384787
Radish,Spring,2020,March,37.44176638701704,1,Lakshadweep,104.50521229143752
Onion,Spring,2020,June,15.982076956495057,1,Tripura,46.21000904
Cabbage,Autumn,2020,February,35.68313672905587,0,Nagaland,114.42085932566569
Okra,Winter,2020,October,15.987031214792264,1,Himachal Pradesh,75.52295114661977
Ginger,Summer,2020,July,38.780693475991704,0,Haryana,99.42733492798087
Cabbage,Summer,2020,May,15.49860495647868,1,Haryana,103.97737253678761
Potato,Spring,2020,December,32.90802608167313,1,Tamil Nadu,119.1911070597867
Pumpkin,Spring,2020,March,10.317524608747416,0,Arunachal Pradesh,20.829070539299757
Bitter gourd,Summer,2020,June,20.145632905640376,1,Andaman and Nicobar Islands,24.796291695381253
Onion,Autumn,2020,March,19.637962296356655,1,Kerala,38.36193321055789
Cauliflower,Summer,2020,March,20.517356595686636,1,Maharashtra,130.07838421035643
Garlic,Monsoon,2020,April,28.97485019944231,1,Maharashtra,142.9478558146982
Tomato,Winter,2020,October,15.377483329779244,0,Chandigarh,146.6946377
Cauliflower,Monsoon,2020,April,19.749260261568143,1,Puducherry,187.5193383271788
Onion,Winter,2020,April,20.938876616315685,0,Rajasthan,116.03528871165099
Bitter gourd,Autumn,2020,December,18.031819965940038,1,Puducherry,125.88967052450995
Radish,Monsoon,2020,June,26.247217984986417,0,Karnataka,186.9652787045809
Cauliflower,Monsoon,2020,April,28.07719136,0,West Bengal,95.13248169904055
Okra,Spring,2020,July,38.37046908263363,0,Himachal Pradesh,120.23814656133439
Potato,Autumn,2020,June,37.882478383330096,1,Rajasthan,187.98801631833462
Cucumber,Autumn,2020,April,23.251737251597163,1,Chhattisgarh,119.24115686154985
Onion,Winter,2020,December,38.920008131311675,0,Sikkim,45.62250791792991
Cauliflower,Winter,2020,October,38.815160995621774,1,Maharashtra,44.389139020574234
Ginger,Winter,2020,November,22.969718500320823,1,Andhra Pradesh,177.3252357793139
Bitter gourd,Winter,2020,May,25.57906528380903,1,Nagaland,186.37305646566386
Chilly,Summer,2020,June,38.21234839549098,1,Andhra Pradesh,157.67017528165945
Okra,Autumn,2020,June,16.479299925698346,0,Karnataka,137.1285491625796
Cauliflower,Winter,2020,February,33.71224359958687,0,Andaman and Nicobar Islands,166.80955038619683
Tomato,Monsoon,2020,February,22.561714961033505,0,Nagaland,143.07491725959227
Ginger,Winter,2020,November,35.34926342161726,0,Sikkim,68.29304741472882
Peas,Autumn,2020,March,13.194725384850248,1,Himachal Pradesh,180.57036024049282
Cucumber,Winter,2020,September,29.636078925772505,1,Gujarat,125.64502618552065
Pumpkin,Winter,2020,September,26.859350475188798,1,Meghalaya,53.714127267255115
Pumpkin,Summer,2020,March,17.03999501829432,1,Madhya Pradesh,117.6196855029716
Garlic,Monsoon,2020,October,18.565145079514423,0,Assam,185.95892745036934
Tomato,Summer,2020,October,16.99288419656296,1,Haryana,21.59856590584678
Pumpkin,Winter,2020,November,25.65017098,1,Telangana,31.18463388743281
Cucumber,Winter,2020,July,17.280562894612846,1,Himachal Pradesh,127.4233791366142
Brinjal,Autumn,2020,November,15.878820785161995,0,Meghalaya,78.50818209556037
Cauliflower,Spring,2020,September,10.574618026761943,0,Punjab,59.639233845084625
Bitter gourd,Autumn,2020,July,30.244702251775877,1,Tamil Nadu,52.86400862165066
Cucumber,Monsoon,2020,February,15.809813378897841,0,Puducherry,68.22560005088008
Onion,Summer,2020,November,29.61643948819414,0,Andaman and Nicobar Islands,168.56818605100182
Brinjal,Spring,2020,June,34.093963634361494,0,West Bengal,168.75261166865894
Onion,Monsoon,2020,December,34.88939114103937,1,Lakshadweep,74.46254950989166
Garlic,Winter,2020,December,33.17882305022226,0,Gujarat,123.14007491480879
Tomato,Monsoon,2020,October,23.088087331959525,0,Karnataka,115.37167551675441
Cauliflower,Monsoon,2020,May,17.353293949340145,0,Odisha,186.65826884658873
Bitter gourd,Spring,2020,April,33.37773140759835,1,Tamil Nadu,50.71771525158965
Tomato,Monsoon,2020,October,20.098271856222507,0,Punjab,117.35218222560604
Brinjal,Monsoon,2020,January,24.755125507314215,1,Tripura,99.25542861510196
Pointed grourd,Summer,2020,October,22.18161175603226,1,Telangana,76.37147811275854
Radish,Summer,2020,July,30.227046095135364,0,Haryana,175.95145486208133
Bitter gourd,Winter,2020,August,30.283680145694785,0,Daman and Diu,31.389602710768205
Potato,Monsoon,2020,April,35.75107663535959,1,Manipur,86.37061812358091
Radish,Spring,2020,February,20.575953133250238,1,Rajasthan,97.08382564002171
Garlic,Summer,2020,April,13.426546899137906,0,Punjab,136.50782285387544
Bitter gourd,Spring,2020,January,13.439226100965717,1,Meghalaya,195.17235447311973
Cucumber,Winter,2020,September,26.040374627484333,1,Lakshadweep,122.95665838980077
Brinjal,Summer,2020,March,32.10733677970059,1,Andaman and Nicobar Islands,97.42631883843885
Tomato,Winter,2020,April,21.087382074975913,1,Haryana,189.57123265894015
Pumpkin,Autumn,2020,February,34.79057909479708,0,Karnataka,103.72377464033427
Cucumber,Spring,2020,August,39.4625673,0,Kerala,79.21840503
Tomato,Monsoon,2020,October,35.22363442324206,1,Andhra Pradesh,97.75307072001816
Tomato,Summer,2020,January,39.66988955,1,Arunachal Pradesh,41.320376387497994
Peas,Summer,2020,March,32.70067102661872,1,Meghalaya,130.08970057074725
Pumpkin,Monsoon,2020,February,15.849802056484634,1,Dadra and Nagar Haveli,145.96391470670832
Okra,Summer,2020,September,30.726185943434057,1,Telangana,41.13926669033737
Chilly,Monsoon,2020,February,32.664325063163275,1,Goa,94.89999567047936
Cabbage,Winter,2020,October,11.255881475341518,0,Bihar,23.959004644843006
Pumpkin,Autumn,2020,July,32.12279903352595,1,Arunachal Pradesh,87.21980365
Potato,Summer,2020,July,35.27465085467439,0,Maharashtra,186.79618052562682
Pointed grourd,Monsoon,2020,July,11.284351458975072,0,Manipur,67.01396715465245
Chilly,Summer,2020,September,26.985343661494017,1,Arunachal Pradesh,72.74559042033506
Cucumber,Spring,2020,May,15.44215422606828,1,Assam,54.03655250962507
Garlic,Autumn,2020,April,17.76770391397534,0,Assam,173.37210598240802
Peas,Summer,2020,August,34.91360624107307,0,Sikkim,154.61205157873803
Pumpkin,Summer,2020,January,26.57530124152806,1,Odisha,79.31091991282986
Cabbage,Monsoon,2020,November,28.948682183902243,1,Madhya Pradesh,166.01254604121536
Pumpkin,Summer,2020,August,39.72832227,1,Andhra Pradesh,33.94816950050294
Brinjal,Winter,2020,January,24.62153075916162,0,West Bengal,20.776271599775498
Brinjal,Autumn,2020,February,13.284339938074783,0,Andhra Pradesh,104.30465984087995
Ginger,Spring,2020,July,18.670794641181015,0,Madhya Pradesh,88.38868444035953
Tomato,Autumn,2020,June,33.44182889095849,0,Dadra and Nagar Haveli,83.57537178775638
Tomato,Autumn,2020,April,14.750949710447298,0,Uttarakhand,41.03480055508281
Chilly,Summer,2020,May,19.176026527138934,1,Goa,160.6061296442832
Okra,Autumn,2020,September,29.69518437920068,0,Puducherry,69.23729620918999
Okra,Monsoon,2020,October,36.04455534903352,1,Telangana,57.26326794
Chilly,Winter,2020,September,33.862724783572524,0,Lakshadweep,156.81000087939196
Ginger,Autumn,2020,June,19.700767412640836,1,Rajasthan,198.1265974867047
Ginger,Autumn,2020,June,38.86393686050136,1,Telangana,140.4824750190455
Pumpkin,Monsoon,2020,October,10.134171922330987,0,Delhi,99.64731768860943
Cabbage,Autumn,2020,November,23.09482746318743,1,Tamil Nadu,75.53366182438072
Brinjal,Summer,2020,June,39.290327283099764,0,Jharkhand,168.46711606342473
Chilly,Autumn,2020,August,39.23885092066642,0,Kerala,26.856919540748276
Tomato,Autumn,2020,February,10.141906301639708,0,Puducherry,155.30271434627542
Brinjal,Summer,2020,June,28.626321249340105,1,Assam,77.21918138613235
Pumpkin,Autumn,2020,April,20.08135902,1,Chhattisgarh,88.07148059526652
Potato,Summer,2020,February,21.670246354923737,0,Punjab,45.02311592396803
Pointed grourd,Winter,2020,October,19.42303340155689,1,Meghalaya,59.38668743237768
Peas,Summer,2020,December,21.792949531312658,1,Sikkim,51.16327270040256
Chilly,Spring,2020,March,20.792061147819716,0,Punjab,75.17290540683545
Cauliflower,Autumn,2020,September,17.147185334553058,1,Bihar,116.46315875716927
Radish,Autumn,2020,April,12.591551286764263,1,Maharashtra,20.404099284679727
Cucumber,Autumn,2020,February,19.501218436559945,1,Puducherry,193.44127197537122
Onion,Spring,2020,September,39.60325639092015,1,Maharashtra,60.52756854457179
Radish,Spring,2020,April,29.913113028892365,1,Lakshadweep,32.64905812
Potato,Autumn,2020,January,18.758436280437813,0,Kerala,90.63506997405626
Bitter gourd,Autumn,2020,September,28.382756052393347,0,Madhya Pradesh,177.7048190108232
Cucumber,Autumn,2020,February,31.671950566815518,1,Kerala,115.85611712521732
Bitter gourd,Summer,2020,August,38.18931263535484,1,Arunachal Pradesh,183.25911586367587
Peas,Monsoon,2020,April,19.263703640325225,0,Puducherry,191.66008156502798
Okra,Summer,2020,May,16.383495498112076,0,Himachal Pradesh,43.645626956494084
Pointed grourd,Spring,2020,August,13.681108140078397,1,Assam,44.29604832325901
Cauliflower,Autumn,2020,January,38.134368012778474,0,Bihar,147.97358262876716
Pumpkin,Monsoon,2020,December,34.82280592329984,0,Puducherry,56.47033264251107
Onion,Summer,2020,March,21.78000361156591,1,Puducherry,47.14528508746425
Onion,Autumn,2020,July,22.953618208943876,1,Goa,97.18116794
Bitter gourd,Summer,2020,June,37.64517924946993,1,Tamil Nadu,70.32349051573357
Cabbage,Autumn,2020,May,38.24528716851495,0,Rajasthan,188.29149836158734
Onion,Summer,2020,May,17.28762511542105,1,Madhya Pradesh,143.41363961417042
Tomato,Spring,2020,November,15.902611215632156,1,Madhya Pradesh,82.43246744
Chilly,Spring,2020,February,19.205039408555887,0,Andaman and Nicobar Islands,141.3902302030382
